0 	0.00140724180852732 	0 	0.00140724180852732 	
0.001 	0.313887825675091 	100 	0.313887825675091 	
0.002 	2.04836438815528E-05 	200 	2.04836438815528E-05 	
0.003 	8.5526825629982E-06 	300 	8.5526825629982E-06 	
0.004 	4.56582479984001E-06 	400 	4.56582479984001E-06 	
0.005 	4.93436667978655E-06 	500 	4.93436667978655E-06 	
0.006 	4.56582479984001E-06 	600 	4.56582479984001E-06 	
0.007 	8.5526825629982E-06 	700 	8.5526825629982E-06 	
0.008 	2.04836438815528E-05 	800 	2.04836438815528E-05 	
0.009 	0.313887825675091 	900 	0.313887825675091 	
