0 	0.13254307345605 	0 	0.000623744793584442 	
0.001 	0.0867999088831571 	10 	0.209183121686227 	
0.002 	0.0410567424073191 	20 	1.34807320286719E-06 	
0.003 	-0.00452188226408348 	30 	0.00236235597526069 	
0.004 	-0.0505941403061603 	40 	5.59856027355159E-08 	
0.005 	-0.0971600318555764 	50 	0.000301498866735122 	
0.006 	-0.141915943877914 	60 	9.00187637509448E-08 	
0.007 	-0.188975471334057 	70 	7.62919500060746E-05 	
0.008 	-0.23406047545546 	80 	9.69324685575671E-08 	
0.009 	-0.27782913130016 	90 	2.92460209288497E-05 	
0.01 	-0.324230490691062 	100 	1.99623045364111E-08 	
0.011 	-0.369809133458454 	110 	1.19220341775165E-05 	
0.012 	-0.414894147233493 	120 	3.53773412367154E-08 	
0.013 	-0.459650075857564 	130 	6.75241570063805E-06 	
0.014 	-0.50522872642521 	140 	1.86988687295706E-10 	
0.015 	-0.551136467510874 	150 	3.31374163774638E-06 	
0.016 	-0.595069684781536 	160 	1.4496519658051E-08 	
0.017 	-0.640319255939118 	170 	2.30144471208536E-06 	
0.018 	-0.685075198277513 	180 	1.37066312124463E-08 	
0.019 	-0.72999568745175 	190 	1.25969438699692E-06 	
0.02 	-0.775080723558479 	200 	5.26502143469599E-09 	
0.021 	-0.818684867253847 	210 	7.71054635045233E-07 	
0.022 	-0.862947189715869 	220 	1.74202419669198E-08 	
0.023 	-0.906386795439653 	230 	6.77977907717747E-07 	
0.024 	-0.950155492160536 	240 	2.01048120703407E-09 	
0.025 	-0.99392419202706 	250 	3.15566241027493E-07 	
0.026 	-1.0370347190884 	260 	1.06411680704723E-08 	
0.027 	-1.08063888135962 	270 	2.6994268599373E-07 	
0.028 	-1.12309123873815 	280 	9.3251197755699E-09 	
0.029 	-1.12259760665745 	290 	1.82186011570634E-07 	
0.03 	-1.07866435318594 	300 	5.95395705053757E-10 	
0.031 	-1.034731103059 	310 	1.31367310812074E-07 	
0.032 	-0.991620576165229 	320 	1.2287011178862E-08 	
0.033 	-0.947687332487876 	330 	9.46681481835286E-08 	
0.034 	-0.903589548010417 	340 	1.40286368679073E-09 	
0.035 	-0.858339958981706 	350 	5.36506692604023E-08 	
0.036 	-0.814406724724179 	360 	4.84888204464483E-09 	
0.037 	-0.769486229860581 	370 	6.21067248549324E-08 	
0.038 	-0.724894825893918 	380 	2.25389814618112E-09 	
0.039 	-0.679974337056238 	390 	1.82369615135784E-08 	
0.04 	-0.635218395045935 	400 	8.28589963677798E-09 	
0.041 	-0.59062699976796 	410 	3.10111985497063E-08 	
0.042 	-0.545377431734972 	420 	7.75414590396374E-09 	
0.043 	-0.50062149808479 	430 	1.13910519255148E-08 	
0.044 	-0.454384672356562 	440 	5.69030956323908E-09 	
0.045 	-0.409793287883089 	450 	2.05627806431886E-09 	
0.046 	-0.363391923673674 	460 	3.57275123406192E-09 	
0.047 	-0.318471456585128 	470 	1.0566638674513E-08 	
0.048 	-0.271905553687917 	480 	6.73587229390827E-10 	
0.049 	-0.226162372378671 	490 	5.69154903723909E-09 	
0.05 	-0.18140645626541 	500 	1.25193092363744E-08 	
0.051 	-0.135334191976893 	510 	5.69154903723909E-09 	
0.052 	-0.0895910175299483 	520 	6.73587229390827E-10 	
0.053 	-0.0435187576839972 	530 	1.0566638674513E-08 	
0.054 	0.00238895626222867 	540 	3.57275123406192E-09 	
0.055 	0.0486257556994337 	550 	2.05627806431886E-09 	
0.056 	0.0950270968943678 	560 	5.69030956323908E-09 	
0.057 	0.140276629873278 	570 	1.13910519255148E-08 	
0.058 	0.186019792307241 	580 	7.75414590396374E-09 	
0.059 	0.232750215426745 	590 	3.10111985497063E-08 	
0.06 	0.277341568239554 	600 	8.28589963677798E-09 	
0.061 	0.322755638155791 	610 	1.82369615135784E-08 	
0.062 	0.368498793986805 	620 	2.25389814618112E-09 	
0.063 	0.412925598586149 	630 	6.21067248549324E-08 	
0.064 	0.458833295264864 	640 	4.84888204464483E-09 	
0.065 	0.503918272038399 	650 	5.36506692604023E-08 	
0.066 	0.550155053490604 	660 	1.40286368679073E-09 	
0.067 	0.594088221901488 	670 	9.46681481835286E-08 	
0.068 	0.639337738816438 	680 	1.2287011178862E-08 	
0.069 	0.682941817746361 	690 	1.31367310812074E-07 	
0.07 	0.72786224525868 	700 	5.95395705053757E-10 	
0.071 	0.772289040793116 	710 	1.82186011570634E-07 	
0.072 	0.816715835488419 	720 	9.3251197755699E-09 	
0.073 	0.860813542046887 	730 	2.6994268599373E-07 	
0.074 	0.904253073190887 	740 	1.06411680704723E-08 	
0.075 	0.947363516358364 	750 	3.15566241027493E-07 	
0.076 	0.991461221003899 	760 	2.01048120703407E-09 	
0.077 	1.03457166309657 	770 	6.77977907717747E-07 	
0.078 	1.07751756107386 	780 	1.74202419669198E-08 	
0.079 	1.06715130987546 	790 	7.71054635045233E-07 	
0.08 	1.02321814976657 	800 	5.26502143469599E-09 	
0.081 	0.979614076526418 	810 	1.25969438699692E-06 	
0.082 	0.936010002756412 	820 	1.37066312124463E-08 	
0.083 	0.892076841041949 	830 	2.30144471208536E-06 	
0.084 	0.848637309711997 	840 	1.4496519658051E-08 	
0.085 	0.804704146631526 	850 	3.31374163774638E-06 	
0.086 	0.760441895401873 	860 	1.86988687295706E-10 	
0.087 	0.715686012253794 	870 	6.75241570063805E-06 	
0.088 	0.671752846640135 	880 	3.53773412367154E-08 	
0.089 	0.626503330493201 	890 	1.19220341775165E-05 	
0.09 	0.581418356965929 	900 	1.99623045364111E-08 	
