Record Length,2500,Points,-7.20000034E-3,400.00000596E-3,
Sample Interval,39.99999899E-6,s,-7.16000050E-3,400.00000596E-3,
Trigger Point,180.00001310,Samples,-7.12000020E-3,400.00000596E-3,
,,,-7.08000036E-3,200.00000298E-3,
,,,-7.04000052E-3,400.00000596E-3,
,,,-7.00000022E-3,400.00000596E-3,
Source,CH1,,-6.96000038E-3,400.00000596E-3,
Vertical Units,Volts,,-6.92000054E-3,400.00000596E-3,
Vertical Scale,5.00000007,,-6.88000023E-3,400.00000596E-3,
Vertical Offset,0,,-6.84000039E-3,200.00000298E-3,
Horizontal Units,s,,-6.80000056E-3,200.00000298E-3,
Horizontal Scale,9.999999747E-3,,-6.76000025E-3,400.00000596E-3,
Pt Fmt,Y,,-6.72000041E-3,400.00000596E-3,
Yzero,-40.00000000E-3,,-6.68000057E-3,200.00000298E-3,
Probe Atten,1.000000,,-6.64000027E-3,400.00000596E-3,
,,,-6.60000043E-3,200.00000298E-3,
Note,TBS 1052B - 3:18:14 PM   3/26/2024,,-6.56000059E-3,200.00000298E-3,
,,,-6.52000029E-3,400.00000596E-3,
,,,-6.48000045E-3,400.00000596E-3,
,,,-6.44000014E-3,400.00000596E-3,
,,,-6.40000030E-3,400.00000596E-3,
,,,-6.36000047E-3,400.00000596E-3,
,,,-6.32000016E-3,400.00000596E-3,
,,,-6.28000032E-3,400.00000596E-3,
,,,-6.24000048E-3,400.00000596E-3,
,,,-6.20000018E-3,400.00000596E-3,
,,,-6.16000034E-3,400.00000596E-3,
,,,-6.12000050E-3,200.00000298E-3,
,,,-6.08000020E-3,400.00000596E-3,
,,,-6.04000036E-3,400.00000596E-3,
,,,-6.00000052E-3,400.00000596E-3,
,,,-5.96000021E-3,400.00000596E-3,
,,,-5.92000037E-3,400.00000596E-3,
,,,-5.88000054E-3,400.00000596E-3,
,,,-5.84000023E-3,400.00000596E-3,
,,,-5.80000039E-3,400.00000596E-3,
,,,-5.76000055E-3,200.00000298E-3,
,,,-5.72000025E-3,200.00000298E-3,
,,,-5.68000041E-3,400.00000596E-3,
,,,-5.64000057E-3,400.00000596E-3,
,,,-5.60000027E-3,200.00000298E-3,
,,,-5.56000043E-3,200.00000298E-3,
,,,-5.52000059E-3,400.00000596E-3,
,,,-5.48000028E-3,400.00000596E-3,
,,,-5.44000044E-3,400.00000596E-3,
,,,-5.40000061E-3,400.00000596E-3,
,,,-5.36000030E-3,400.00000596E-3,
,,,-5.32000046E-3,400.00000596E-3,
,,,-5.28000016E-3,400.00000596E-3,
,,,-5.24000032E-3,200.00000298E-3,
,,,-5.20000048E-3,200.00000298E-3,
,,,-5.16000018E-3,400.00000596E-3,
,,,-5.12000034E-3,400.00000596E-3,
,,,-5.08000050E-3,400.00000596E-3,
,,,-5.04000019E-3,400.00000596E-3,
,,,-5.00000035E-3,400.00000596E-3,
,,,-4.96000051E-3,400.00000596E-3,
,,,-4.92000021E-3,400.00000596E-3,
,,,-4.88000037E-3,200.00000298E-3,
,,,-4.84000053E-3,400.00000596E-3,
,,,-4.80000023E-3,200.00000298E-3,
,,,-4.76000039E-3,400.00000596E-3,
,,,-4.72000055E-3,400.00000596E-3,
,,,-4.68000025E-3,400.00000596E-3,
,,,-4.64000041E-3,400.00000596E-3,
,,,-4.60000057E-3,200.00000298E-3,
,,,-4.56000026E-3,400.00000596E-3,
,,,-4.52000042E-3,400.00000596E-3,
,,,-4.48000059E-3,400.00000596E-3,
,,,-4.44000028E-3,400.00000596E-3,
,,,-4.40000044E-3,400.00000596E-3,
,,,-4.36000060E-3,400.00000596E-3,
,,,-4.32000030E-3,400.00000596E-3,
,,,-4.28000046E-3,400.00000596E-3,
,,,-4.24000062E-3,400.00000596E-3,
,,,-4.20000032E-3,200.00000298E-3,
,,,-4.16000048E-3,400.00000596E-3,
,,,-4.12000064E-3,400.00000596E-3,
,,,-4.08000033E-3,400.00000596E-3,
,,,-4.04000049E-3,400.00000596E-3,
,,,-4.00000066E-3,400.00000596E-3,
,,,-3.96000035E-3,400.00000596E-3,
,,,-3.92000051E-3,400.00000596E-3,
,,,-3.88000044E-3,400.00000596E-3,
,,,-3.84000037E-3,200.00000298E-3,
,,,-3.80000053E-3,400.00000596E-3,
,,,-3.76000046E-3,400.00000596E-3,
,,,-3.72000039E-3,200.00000298E-3,
